Unnamed: 0,Запрос,Уточнение запроса,Тип ДБО,Вопрос,Ссылка на видео,Ссылка на вопрос в FAQ,Где используется на сайте,Шаг 1,Шаг 2,Шаг 3,Шаг 4,Шаг 5,Шаг 6,Шаг 7,Шаг 8,Шаг 9,Шаг 10,Шаг 11,Шаг 12,Шаг 13,Шаг 14
435.0,Премиум,,ИБ,Как посмотреть статус выполнения условий по программе лояльности,,,,"Баланс бонусных рублей отображается в верхней части страницы, рядом с именем. Нажмите на баланс бонусных рублей.",На открывшейся странице отобразится статус выполнения условий программы лояльности в текущем месяце. Информация о выполнении условий отображается с задержкой в несколько дней.,,,,,,,,,,,,
445.0,Вклады,Снятие,ИБ,Как перевести деньги на накопительный счет при закрытии вклада,,,,На вкладке «Мои продукты» в разделе вклады выберите нужный вклад и нажмите «Закрыть вклад»,Для зачисления средств выберите нужный накопительный счет или откройте новый (»Накопительный» или «Моя копилка»). Нажмите «Закрыть вклад»,Введите SMS-код,Вклад успешно закрыт. Средства на счет поступят в течение нескольких часов.,,,,,,,,,,
456.0,Программа лояльности,Компенсания бонусными рублями,ИБ,Можно ли компенсировать стоимость услуги SMS-инфо бонусами,,https://www.open.ru/faq#1593,https://www.open.ru/faq#1593,"Да, для этого нажмите баланс бонусных рублей в верхней части сайта рядом с вашим именем.",Нажмите «Потратить бонусы»,"Выберите операцию «Комиссия за SMS-Инфо», перетяните ее в поле «Покупка для компенсации»",Нажмите «Компенсировать»,,,,,,,,,,
457.0,Программа лояльности,Компенсания бонусными рублями,ИБ,Какие покупки и операции можно компенсировать бонусными рублями,,,,"Бонусными рублями можно компенсировать любые покупки от 3000 рублей по картам семейства Opencard, стоимость которых не превышает вашего баланса бонусных рублей, а также стоимость услуги «SMS-Инфо»",,,,,,,,,,,,,
458.0,Карты,Аналитика финансов,ИБ,Как посмотреть аналитику расходов по всем картам,,,,Перейдите в раздел «История операций». На экране отобразится история операций по картам,Нажмите на карту под словом «История операций»,Нажмите «Все карты»,,,,,,,,,,,
459.0,Кредиты,Полное досрочное погашение,ИБ,Когда нельзя сделать полное досрочное погашение,,,,"Если осталось внести только один платеж до полной выплаты кредита, досрочное погашение сделать нельзя",,,,,,,,,,,,,
460.0,Ипотека,Полное досрочное погашение,ИБ,Когда нельзя сделать полное досрочное погашение,,,,"Если осталось внести только один платеж до полной выплаты ипотеки, досрочное погашение сделать нельзя",,,,,,,,,,,,,
462.0,Счета на оплату,Оплата счетов по подписке,ИБ,Пришел счет на оплату. Как его оплатить?,,,,"На вкладке «Мои продукты» или «Платежи и переводы» перейдите в раздел «Счета на оплату» и нажмите на стрелку справа, чтобы посмотреть все счета.","Выберите счет, который нужно оплатить и нажмите на него",Данные будут сформированы автоматически. Нажмите «Продолжить»,Укажите карту и нажмите «Оплатить»,Платеж принят в обработку,,,,,,,,,
466.0,Квитанции по операциям,Просмотр ,ИБ,Как посмотреть квитанцию по операции,,https://www.open.ru/services/payments#587,,На вкладке «История операций» в разделе «В интернет-банке» найдите нужную операцию и нажмите на нее.,В новом окне нажмите «Квитанция».,Квитанция откроется в соседней вкладке браузера,,,,,,,,,,,
478.0,Квитанции по операциям,Скачивание,ИБ,Как сохранить квитанцию по операции в формате pdf,,https://www.open.ru/services/payments#587,,На вкладке «История операций» в разделе «В интернет-банке» найдите нужную операцию и нажмите на нее.,В новом окне нажмите «Квитанция».,Квитанция откроется в соседней вкладке браузера,"Чтобы сохранить ее, нажмите правой кнопкой мыши и выберите «Сохранить как» в открывшемся меню",,,,,,,,,,
480.0,Платежи и переводы,С карты на карту,ИБ,Как перевести деньги другому человеку или себе на карту другого банка,,https://www.open.ru/services/payments#602,,Перейдите на вкладку «Платежи и переводы»,В разделе «Переводы» нажмите «Перевод с карты на карту»,"Выберите, откуда перевести деньги и куда их зачислить: в поле «Куда» выберите свою карту другого банка или нажмите «На другую карту».","Введите номер карты, сумму и нажмите «Перевести».",Введите SMS-код для подтверждения,,,,,,,,,
486.0,Штрафы и налоги,ГИБДД,ИБ,Как оплатить штраф ГИБДД,,,,Перейдите на вкладку «Платежи и переводы»,В разделе «Платежи» выберите «Штрафы и налоги»,Выберите «Штрафы ГИБДД»,"Выберите документ, по которому хотите оплатить штраф — введите его номер и нажмите «Сохранить и проверить».
 
 Примечание: Мы сохраним этот документ и будеим уведомлять о всех счетах на оплату, которые будут приходить по нему. Вы сможете в любой момент удалить документ в разделе «Мои документы».","Подождите немного, мы проверим, есть ли по этому документу неоплаченные штрафы. Если есть — счет на оплату штрафа отобразится на экране. Нажмите на него, чтобы оплатить",Данные для оплаты заполнятся автоматически. Нажмите «Продолжить».,"Выберите карту/счет, с которой хотитет оплатить штраф и нажмите «Оплатить».",Платеж принят в обработку.,,,,,,
487.0,Карты,Аналитика финансов,ИБ,Как исключить из аналитики расходов переводы между своими счетами,,,,Перейдите в раздел «История операций». На экране отобразится история операций по картам,Выберите «Расходы»,Нажмите на «Категории» и уберите галочку слева от «Перевод между своими счетами»,Нажмите «Сохранить»,,,,,,,,,,
488.0,Платежи и переводы,По номеру телефона,ИБ,Какая комиссия за переводы по номеру телефона в любой банк с отправкой ссылки,,,,"За переводы по номеру телефона в любой банк есть комиссия — 1,5% и не менее 50 рублей за один перевод. Для держателей дебетовых карт Opencard такие переводы бесплатные",,,,,,,,,,,,,
490.0,Платежи и переводы,Реквизиты,ИБ,Как посмотреть полные реквизиты платежа,,,,После совершения перевода или платежа в окне информации о платеже нажмите «Показать детали»,Дополнительные данные о переводе (ФИО плательщика/адрес проживания/сумма долга и т.п.) отобразятся на экране,"Чтобы сохранить квитанцию о платеже, нажмите «Квитанция»",,,,,,,,,,,
498.0,Кредиты,Спецпредложения,ИБ,"Мне предварительно одобрили кредит, могу ли я его оформить онлайн",,,,"Если вам предварительно одобрили кредит, предложение появится в разделе «Спецпредложения» в разделе «Мои продукты». У спецпредложений есть срок действий, он указан в нижнем левом углу. Чтобы оформть предварительно одобренный кредит, нажмите «Оформить онлайн»",Ознакомьтесь с одобренными условиями по кредиту,"Если условия не подходят, нажите «Изменить» и выберите подходящие сумму и срок кредита","Процентная ставка на первый год снижена, так как по умолчанию пожключена услуга страхования. Если вам не нужно страхование — уберите галочку напротив пункта «Страхование»","Выберите из списка, куда зачислисть средства, дату выдачи кредита и внесения первого платежа. Нажмите «Далее»","Проверьте предзаполненные данные в анкете, внесите изменения, если необходимо и нажмите «Далее»","Подтвердите, что ввели правильные персональные данные. Если данные неверны — изменить их можно только в офитсе банка. Подтвердите другие условия для получения кредита, нажмите «Далее»",Готово. Дождитесь пока банк проверить ваши данные и сформирует документы,"Договор подписан. Деньги поступят на карту или счет, указанные в заявке. Чтобы сохранить себе договор, нажмите «Скачать договор»",,,,,
499.0,Счет эскроу,Пополнение ,ИБ,Как пополнить счет эскроу,,,,В блоке «Счета» в разделе «Мои продукты» выберите «Текущие». Выберите нужный счет эскроу и нажмите «Пополнить»,"Выберите карту или счет, с которой хотите перевести деньги и подтвердите, что договор участия в долевом строительстве зарегистрирован",Введите сумму и нажмите «Перевести»,Нажмите «Подтвердить»,Перевод принят в обработку. Нажмите «Ок»,,,,,,,,,
514.0,Накопительные счета,Автопополнение,ИБ,Как настроить автоматическое пополнение накопительного счета из истории операций,,,,Перейдите на экран «История операций» и перейдите в раздел «В интернет-банке» — снизу отобразится история операций по всем продуктам.,Найдите нужную операцию по накопительному счету и нажмите на нее.,Нажмите «Автоплатеж».,"Введите сумму, придумайте название автоплатежа и укажите периодичность.",Нажмите «Сохранить» и введите SMS-код для подтверждения.,,,,,,,,,
517.0,Накопительные счета,Переименование,ИБ,Как переименовать накопительный счет,,https://www.open.ru/deposits/savings_account/faq#1227,https://www.open.ru/deposits/savings_account/faq,Перейдите в раздел «Мои продукты».,В разделе «Счета» нажмите «Накопительные».,Выберите нужный счет и нажмите знак карандаша справа от названия.,4. Введите новое название и нажмите «Сохранить».,,,,,,,,,,
519.0,Накопительные счета,Тарифы,ИБ,Как узнать тариф по накопительному счету,,https://www.open.ru/deposits/savings_account/faq#1191,https://www.open.ru/deposits/savings_account/faq,Перейдите в раздел «Мои продукты».,В разделе «Счета» нажмите «Накопительные» и найдите нужный счет.,Нажмите «Показать операции и детали».,Нажмите «Тариф» — в новом окне браузера откроется документ в формате pdf с подробным описанием ставок и условий по накопительному счету. Его можно скачать или распечатать.,,,,,,,,,,
521.0,Накопительные счета,Шаблоны,ИБ,Как настроить шаблон на пополнение накопительного счета сразу после пополнения,,https://www.open.ru/deposits/savings_account/faq#1217,https://www.open.ru/deposits/savings_account/faq,На последнем экране после пополнения счета нажмите «Шаблон».,Придумайте название шаблона и нажмите «Сохранить».,"Шаблон создан и отображается на экране «Мои продукты» в разделе «Шаблоны». С шаблоном вам не придется каждый раз вводить данные для пополнения накопительного счета, просто нажмите на шаблон → «Перевести».",,,,,,,,,,,
523.0,Накопительные счета,Шаблоны,ИБ,Как настроить шаблон на пополнение накопительного счета из истории операций,,,,Перейдите на экран «История операций» и перейдите в раздел «В интернет-банке» — снизу отобразится история операций по всем продуктам.,Найдите нужную операцию по накопительному счету и нажмите на нее.,Нажмите «Шаблон».,Придумайте название шаблона и нажмите «Сохранить».,"Шаблон создан и отображается на экране «Мои продукты» в разделе «Шаблоны». С шаблоном вам не придется каждый раз вводить данные для пополнения накопительного счета, просто нажмите на шаблон → «Перевести».",,,,,,,,,
541.0,Автоплатежи,Сотовая связь,ИБ,Как создать автоплатеж для автоматической оплаты сотовой связи при снижении баланса,,,,"Оплатите сотовую связь. После совершения операции нажмите «Автоплатеж».
 
Или откройте историю операций, нажмите на нужный платеж с оплатой сотовой связи, а затем также — «Автоплатеж».",Выберите вкладку «При снижении баланса»,Введите название автоплатежа,Укажите при каком балансе на телефоне должен совершаться автоплатеж,"Укажите максимальную сумму, которая может быть зачислена на баланс","Введите сумму автоплатежа, которая должна зачисляться каждый раз при минимальном балансе",Нажмите «Подключить»,Введите SMS-код для подтверждения,"Заявка на создание автоплатежа принята. Как только автоплатеж будет подключен, вы получите уведомление.",,,,,
542.0,Кредит наличными,Отправка документов,ИБ,Как прикрепить докумены при оформлении кредита наличными онлайн,,,,На вкладке «Мои продукты» в разделе «Проверка документов» нажмите «Прикрепить»,"Подготовьте все документе из списка: 
 — скан или фото паспорта гражданина РФ
 — фотографию, сделанную не больше чем 3 месяца назад
 — справку о доходе или выписку по зарплатной карте","Нажмите «Отправить». При нажатии сформируется электронное письмо, тема и адресат письма подставятся автоматически. Проверьте, что в тема письма указаны ваши ФИО. Прикрепите файлы с документами к письму и отправьте его.","Вернитесь в интернет-банк и подтвердите, что отправили письмо — нажмите «Подтвердить».","Мы проверяем ваши данные и формируем документы. После проверки сотрудник банка свяжетяс с вами и расскажет, что делать дальше.",,,,,,,,,
543.0,Кредит наличными,Договор,ИБ,Как подписать договор при оформлении кредита наличными онлайн,,,,На вкладке «Мои продукты» в разделе «Проверка документов» нажмите «Ознакомиться»,Согласитесь с условиями и тарифами,Скачайте договор и ознакомьтесь с ним,Нажмите «Подтвердить» и введите SMS-код для подтверждения,Готово. Кредит наличными поступит на вашу дебетовую карту,,,,,,,,,
545.0,Стратегии доверительного управления,открытие ,ИБ,Как оформить классическую стратегию доверительного управления в УК «Открытие»,,https://www.open.ru/investments/trust-management#1278,,Перейдите на вкладку «Инвестиции»,"Выберите стратегию доверительного управления: «ИИС Сберегательная», «ИИС Сбалансированная»","Чтобы узнать о стратегии подробнее, нажмите «Описание стратегии» в нижнем левом углу карточки стратегии. Чтобы подробнее узнать об индивидуальнои инвестиционном счете, нажмите «Подробнее об ИИС»","Нажмите «Открыть» на карточке стратегии, которую выбрали",Введите адрес электронной почты и нажмите «Далее»,"Ознакомьтесь в документами: 
 — Уведомление при предложении финансовых услуг ПАО Банк «ФК Открытие»
 — Согласие на обработку персональных данных УК «Открытие» 
 — Соглашение об электронном документообороте с УК «Открытие»
 
 Нажмите «Далее»","Проверьте ваши данные: ФИО, телефон, адрес регистрации, серию и номер паспорта. Нажмите «Подтверждаю».","Ознакомьтесь с документами. Чтобы подписать — введите SMS-код. 
 
 Подписанные документы отправим на электронную почту, которую вы указали в заявке.",Стратегия успешно оформлена. Теперь вы можете ее пополнить.,,,,,
546.0,Стратегии доверительного управления,открытие ,ИБ,Как оформить стратегию доверительного управления в УК «Открытие» с защитой капитала,,https://www.open.ru/investments/trust-management#1278,,Перейдите на вкладку «Инвестиции»,"Выберите стратегию доверительного управления: «Структурированная», «Купонная»","Чтобы узнать о стратегии подробнее, нажмите «Описание стратегии» в нижнем левом углу карточки стратегии. Чтобы подробнее узнать об индивидуальнои инвестиционном счете, нажмите «Подробнее об ИИС», о базовых активах — нажмите «О базовых активах»","Укажите, хотите ли оформлять стратегию на базе ИИС. Если нет — уберите галочку напротив",Выберите базовые активы и срок и нажмите «Открыть»,Введите адрес электронной почты и нажмите «Далее»,"Ознакомьтесь в документами: 
 — Уведомление при предложении финансовых услуг ПАО Банк «ФК Открытие»
 — Согласие на обработку персональных данных УК «Открытие» 
 — Соглашение об электронном документообороте с УК «Открытие»
 
 Нажмите «Далее»","Проверьте ваши данные: ФИО, телефон, адрес регистрации, серию и номер паспорта. Нажмите «Подтверждаю».",Подтвердите соответствие параметрам инвестиционного профиля — заполните анкету и нажмите «Подтверждаю»,"Ознакомьтесь с документами. Чтобы подписать — введите SMS-код.
 
 Подписанные документы отправим на электронную почту, которую вы указали в заявке.",Стратегия успешно оформлена. Теперь вы можете ее пополнить.,,,
547.0,Стратегии доверительного управления,Пополнение ,ИБ,Как пополнить стратегию доверительного управления,,https://www.open.ru/investments/trust-management#1281,,На вкладке «Инвестиции» найдите раздел «Ваши продукты «УК Открытиек» и нажмите пополнить в нижнем левом углу раздела,"На экране «Пополнение счета» в поле «Куда» выберите «УК Открытие» и стратегию, которую хотите пополнить»","Выберите, откуда списать деньги, укажите сумму пополнения и нажмите «Пополнить»",После пополнения стратегия отобразится на вкладке «Мои продукты» и «Инвестиции»,,,,,,,,,,
548.0,Инвестиции,Фильтры,ИБ,Как фильтровать продукты на вкладке «Инвестиции»,,,,Перейдите на вкладку «Инвестиции»,Нажмите значок рядом с полем «Категории»,"Выберите категорию продуктов, которые хотите видеть: брокерские счета или стратегии доверительного управления",Нажмите «Сохранить»,,,,,,,,,,
549.0,Премиум,Поддержка,ИБ,Как посмотреть контакты поддержки для клиентов статуса Премиум,,,,Нажмите на значок статуса «Премиум» рядом с именем вверху интернет-банка,"Справа отображается блок «Премиум-поддержка» и основной номер для консультаций по банковским продуктами сервисам. Чтобы посмотреть другие контакты, нажмите «Все контакты»","В новом окне «Контакты» отобразится номера для связи с консьерж-сервисом, АО «Открытие Брокер» и УК «Открытие»","Нажимайте на стрелки, чтобы посмотреть график работы поддержки",,,,,,,,,,
550.0,Light Премиум,Поддержка,ИБ,Как посмотреть контакты поддержки для клиентов статуса Light Премиум,,,,Нажмите на значок статуса Light Премиум рядом с именем вверху интернет-банка,"Справа отображается блок «Премиум-поддержка» и основной номер для консультаций по банковским продуктами сервисам. Чтобы посмотреть другие контакты, нажмите «Все контакты»","В новом окне «Контакты» отобразится номера для связи с консьерж-сервисом, АО «Открытие Брокер» и УК «Открытие»","Нажимайте на стрелки, чтобы посмотреть график работы поддержки",,,,,,,,,,
551.0,Премиум,Привилегии,ИБ,"Как посмотреть привилегии, доступные статусу Премиум",,,,Нажмите на значок статуса «Премиум» рядом с именем вверху интернет-банка,"Доступные привилегии отображаются на вкладке «Мои привилегии». Всего для статуса Премиум доступно 15 привилегий в трех категориях:
 — специальные условия по продуктам банка
 — бесплатно для Премиум
 — lifestyle-привилегии","Пролистайте список вниз, чтобы ознакомиться с привилегиями во всех категорях. Нажмите на привилегию, чтобы узнать о ней подробнее и воспользоваться — информация отобразится в окне справа.",,,,,,,,,,,
552.0,Light Премиум,Привилегии,ИБ,"Как посмотреть привилегии, доступные статусу Light Премиум",,,,Нажмите на значок статуса Light Премиум рядом с именем вверху интернет-банка,"Доступные привилегии отображаются на вкладке «Мои привилегии». Всего для статуса Light Премиум доступно 11 привилегий в трех категориях:
 — специальные условия по продуктам банка
 — бесплатно для Light Премиум
 — lifestyle-привилегии","Пролистайте список вниз, чтобы ознакомиться с привилегиями во всех категорях. Нажмите на привилегию, чтобы узнать о ней подробнее и воспользоваться — информация отобразится в окне справа.","Иконкой замка отмечены привилегии, которые станут доступны после перехода на статус Премиум. Чтобы посмотреть все привилегии, которые станут доступны после перехода на статус Премиум, поставьте галочку вверху списка напротив поля «Показать привилегии, доступные только для клиентов со статусом Премиум»",,,,,,,,,,
553.0,Премиум,Тарифы,ИБ,Как посмотреть тариф для статуса Премиум,,,,Нажмите на значок статуса «Премиум» рядом с именем вверху интернет-банка,Слева сверху в новом окне нажмите на голубой значок информации рядом с названием статуса,Нажмите «Посмотреть тарифы»,В новом окне откроется документы сподрбным описанием тарифа для статуса Премиум,,,,,,,,,,
554.0,Light Премиум,Тарифы,ИБ,Как посмотреть тариф для статуса Light Премиум,,,,Нажмите на значок статуса Light Премиум рядом с именем вверху интернет-банка,Слева сверху в новом окне нажмите на голубой значок информации рядом с названием статуса,Нажмите «Посмотреть тарифы»,В новом окне откроется документы сподрбным описанием тарифа для статуса Light Премиум,,,,,,,,,,
555.0,Light Премиум,Повышение статуса,ИБ,"Как получить доступ к привилегияим статуса Премиум, если у меня статус Light Премиум",,,,Чтобы получить доступ к привилегиям статуса Премиум нужно пополнить счета «Открытия» до 3 миллионов рублей,Нажмите на значок статуса Light Премиум вверху экрана,На вкладке «Мои привилегии» выберите и нажмите на любую привелегию с иконкой замка,"В окне справа отобразится подробная информация о привилегии, а также условия для перехода на статус Премиум. Нажмите «Стать премиум»","В новом окне отобразится экран «Пополнение счета». Нажмите «Пополнить», если хотите пополнить счет «Открытия» с карты другого банка по номеру, нажмите «Посмотреть реквизиты», если хотите перевести деньги по реквизитам",Статус изменится автоматически в течение пяти рабочих дней с момента необходимой поступления суммы на счет. Ускорить его смену можно через персонального менеджера.,,,,,,,,
556.0,Премиум,Страхование,ИБ,Как посмотреть условиями бесплатного страхования для статуса Премиум,,,,Нажмите на значок статуса «Премиум» рядом с именем вверху интернет-банка,Перейдите в раздел Lifestyle-привилегии на вкладке «Мои привилегии»,Нажмите на привилегию «Бесплатное страхование до 163 000 € в путешествиях для всей семьи»,В окне справа нажмите «Ознакомиться с условиями»,В новой вкладке браузера откроется докуимент с подробными условиями бесплатного страхования,,,,,,,,,
557.0,Light Премиум,Страхование,ИБ,Как посмотреть условиями бесплатного страхования для статуса Light Премиум,,,,Нажмите на значок статуса Light Премиум рядом с именем вверху интернет-банка,Перейдите в раздел Lifestyle-привилегии на вкладке «Мои привилегии»,Нажмите на привилегию «Бесплатное страхование до 163 000 € в путешествиях для всей семьи»,В окне справа нажмите «Ознакомиться с условиями»,В новой вкладке браузера откроется докуимент с подробными условиями бесплатного страхования,,,,,,,,,
560.0,Регистрация,по номеру телефона,ИБ,"Как зарегистрироваться в интернет-банке по номеру телефона, если у меня нет карты",,https://www.open.ru/faq#1092,"https://www.open.ru/deposits/faq#1240
 
 https://www.open.ru/mtam#1363
 
 https://www.open.ru/faq#1092",Зайдите на сайт ib.open.ru и нажмите «Регистрация»,В новом окне нажмите «У меня нет карты банка»,"Введите номер телефона, дату рождения и согласитесь с правилами использования интернет-банка. Нажмите «Далее»",Введите код из SMS-сообщения,"Придумайте логин, пароль, повторите пароль и нажмите «Готово»",Вы успешно зарегистрировались. Для входа в интернет-банка нажмите «Войти в интернет-банк»,,,,,,,,
561.0,Обмен валют,Без валютного счета,ИБ,"Как обменять валюту, если нет валютного счета",,https://www.open.ru/services/payments#2212,"https://www.open.ru/important#1083
https://www.open.ru/services/payments#2212","Наведите курсор мыши на курсы валют, они отображаются в верхней части экрана, под вашим именем",В появившемся окне нажмите «Открыть валютный счет»,Выберите валюту и сумму первоначального пополнения.,Нажмите «Выбрать».,Выберите источник пополнения.,Нажмите «Открыть счет».,Введите код из SMS.,"После совершения платежа можно создать шаблон, автоплатеж, посмотреть квитанцию или повторить операцию. После подтверждения операции фактическое списание и зачисление средств отобразится на счетах в течение 5 минут.",,,,,,
581.0,Инвестиции,Подборщик,ИБ,Как воспользоваться подборщиком инвестиционных продуктов,,,,Перейдите на вкладку «Инвестиции»,"Нажмите «Не знаете, с чего начать?»",Нажмите «Подобрать»,Ответье на предложенные вопросы. По итогам опроса мы предложим вам подходящий ивестиционный продукт.,"Нажмите «Перейти к продукту», чтобы узнать о подобранном продукте подобренее и, при желании, перейти к его оформлению.",Подобранные продукты можно будет найти позже в категории «Решения для меня» на вкладке «Инвестиции»,,,,,,,,
582.0,Шаблоны,Создание с нуля,ИБ,Как создать шаблон не совершая перевод,,https://www.open.ru/services/payments#613,https://www.open.ru/services/payments,Перейдите на вкладку «Мои продукты» или «Платежи и переводы»,В разделе «Шаблоны» в верхней части экрана нажмите на кнопку с иконкой «+»,"Выберите, для какого платежа или перевода хотите создать шаблон. Можно выбрать категорию из списка или использовать поиск по названию или ИНН","Введите данные платежа или перевода, укажите сумму и введите название шаблона","Если хотите просто сохранить шаблон, нажмите «Сохранить шаблон». Если хотите сохранить шаблон и одновременно совершить платеж по нему, нажмите «Сохранить и оплатить»",Для оплаты еще раз введите сумму платежа и нажмите «Оплатить»,Подвтердите оплату SMS-кодом,,,,,,,
583.0,Автоплатежи,по расписанию,ИБ,Как настроить ежедневный автоплатеж,,,,После совершения платежа или перевода нажмите «Автоплатеж»,На вкладке «По расписанию» введите название автоплатежа и сумму,В после «Повторять» выберите «Ежедневно»,"Выберите, сколько автоплатеж должен действовать: бессрочно, до определенной даты или один раз",Нажмите сохранить,Подтвердите создание автоплатежа SMS-кодом,"Автоплатеж создан. Посмотреть, изменить или удалить его можно в разделе «Автоплатежи» во вкладках «Мои продукты», «Переводы» и «Платежи»",,,,,,,
584.0,Кредиты,График платежей,ИБ,Как скачать график платежей по кредиту,,"https://www.open.ru/how-repay?faq=credits#1397
 
 https://www.open.ru/credits/faq#1398","https://www.open.ru/how-repay?faq=credits#1397
 
 https://www.open.ru/credits/faq",На вкладке «Мои продукты» в разделе «Кредиты» выберите нужный кредит и нажмите «График платежей»,"В новом окне появится график платежей. Нажмите «Скачать», чтобы сохранить график в pdf-файле — документ автоматически скачаетсчя и сохранится на ваше устройство",,,,,,,,,,,,
585.0,Ипотека,График платежей,ИБ,Как скачать график платежей по ипотеке,,https://www.open.ru/ipoteka/faq?from=main_menu#1404,,На вкладке «Мои продукты» в разделе «Кредиты» выберите нужный ипотечный кредит и нажмите «График платежей»,"В новом окне появится график платежей. Нажмите «Скачать», чтобы сохранить график в pdf-файле — документ автоматически скачаетсчя и сохранится на ваше устройство",,,,,,,,,,,,
586.0,Автоплатежи,Изменение,ИБ,Как изменить автоплатеж,,,,Перейдите на вкладки «Мои продукты» или «Платежи и переводы»,"Перейдите в раздел «Автоплатежи» и нажмите на стрелку справа, чтобы посмотреть все автоплатежи.",Выберите нужный автоплатеж и нажмите на него,Нажмите на иконку карандаша справа от названия автоплатежа,Внестие необходимые измнения и нажмите «Сохранить»,Автоплатеж сохранен,,,,,,,,
587.0,Автоплатежи,Удаление ,ИБ,Как удалить автоплатеж,,,,Перейдите на вкладки «Мои продукты» или «Платежи и переводы»,"Перейдите в раздел «Автоплатежи» и нажмите на стрелку справа, чтобы посмотреть все автоплатежи.",Найдите нужный автоплатеж в списке,Нажмите на иконку корзины справа от названия автоплатежа,Нажимите «Удалить»,Автоплатеж удален,,,,,,,,
588.0,Виртуальная карта,открытие ,ИБ,Как оформить виртуальную карту,,https://www.open.ru/faq#1566,https://www.open.ru/faq#1566,"На вкладке «Мои продукты» в разделе карты нажмите «Оформить карту». 
 
 Примечание: Карту можно оформить в рублях, долларах и евро. Выпуск карты — 99 рублей, комиссия будет списана после первой оплаты картой. Срок действия карты — 8 лет.
 
 Для виртуальной карты доступны те же услуги, что и для пластиковой, кроме перевыпуска. Виртуальную карту удобнее всего использовать для оплаты услуг в интернете, но ей также можно расплачиваться в обычных магазинах с помощью смартфона с функцией NFC — бесконтактной оплаты. Для этого карту нужно добавить в электронный кошелек — в Apple Pay, Samsung Pay или Google play.",В слайдере в новом окне выберите «Виртуальная Opencard»,Нажмите «Оформить онлайн»,"Выберите валюту, платежную систему и ознакомьтесь с условиями оформления и обслуживания карты",Нажмите «Оформить»,"Заявка на оформление карты отправлена. Выпуск карты занимает 1—2 минуты. Когда карта будет выпущена, вы получите SMS-сообщение, а карта отобразится на вкладке «Мои продукты»",,,,,,,,
